TARIFF,EFF_DATE,CHANGE,SUB_CHAP,DESC1,DESC2,DESC3,FOOTNOTE,UOM,MFN,AUT,NZT,CCCT,LDCT,GPT,UST,MXT,CIAT,CT,CRT,IT,NT,SLT,PT,COLT,JT,PAT,HNT,KRT,CEUT,CPTPT,UKT,row_id,UAT,General Tariff
"7222.20.00.99","01/01/12 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52574,,
"7222.30.00.20","02/04/21 00:00:00",0,,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52578,,
"7222.30.00.30","02/04/21 00:00:00",0,,"Other, of high nickel alloy steel",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52579,,
"7222.30.00.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52580,,
"7225.1","01/01/98 00:00:00",0,,"Of silicon-electrical steel:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52607,,
"7225.40.00.10","01/01/17 00:00:00",0,,"Heat treated",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52615,,
"7225.40.00.20","01/01/17 00:00:00",0,,"Other, of a width of 600 mm or more but not exceeding 1,525 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52616,,
"7225.40.00.30","01/01/17 00:00:00",0,,"Other, of a width exceeding 1,525 mm but not exceeding 1,830 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52617,,
"7225.40.00.40","01/01/17 00:00:00",0,,"Other, of a width exceeding 1,830 mm but not exceeding 2,450 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52618,,
"7225.40.00.50","01/01/17 00:00:00",0,,"Other, of a width exceeding 2,450 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52619,,
"7225.50.00.10","02/04/21 00:00:00",0,,"Of a thickness of less than 0.5 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52622,,
"7225.50.00.20","02/04/21 00:00:00",0,,"Of a thickness of 0.5 mm or more but not exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52623,,
"7225.50.00.30","02/04/21 00:00:00",0,,"Of a thickness exceeding 1 mm but less than 3 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52624,,
"7225.50.00.40","02/04/21 00:00:00",0,,"Of a thickness of 3 mm or more",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52625,,
"7225.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52626,,
"7225.91.00.10","02/04/21 00:00:00",0,,"Of a thickness of less than 0.25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52629,,
"7225.91.00.20","02/04/21 00:00:00",0,,"Of a thickness of 0.25 mm or more but less than 0.5 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52630,,
"7225.91.00.30","02/04/21 00:00:00",0,,"Of a thickness of 0.5 mm or more but not exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52631,,
"7225.91.00.40","02/04/21 00:00:00",0,,"Of a thickness exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52632,,
"7225.99.00.20","02/04/21 00:00:00",0,,"Plated or coated with aluminum or aluminum alloys",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52641,,
"7225.99.00.90","02/04/21 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52642,,
"7226.1","01/01/98 00:00:00",0,,"Of silicon-electrical steel:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52643,,
"7226.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52650,,
"7226.99.00.11","02/04/21 00:00:00",0,,"Of a thickness of less than 0.25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52657,,
"7226.99.00.12","02/04/21 00:00:00",0,,"Of a thickness of 0.25 mm or more but less than 0.5 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52658,,
"7226.99.00.13","02/04/21 00:00:00",0,,"Of a thickness of 0.5 mm or more but not exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52659,,
"7226.99.00.19","02/04/21 00:00:00",0,,"Of a thickness exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52660,,
"7226.99.00.91","02/04/21 00:00:00",0,,"Of a thickness of less than 0.25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52662,,
"7226.99.00.92","02/04/21 00:00:00",0,,"Of a thickness of 0.25 mm or more but less than 0.5 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52663,,
"7226.99.00.93","02/04/21 00:00:00",0,,"Of a thickness of 0.5 mm or more but not exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52664,,
"7226.99.00.99","02/04/21 00:00:00",0,,"Of a thickness exceeding 1 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52665,,
"7227.90.00.11","02/04/21 00:00:00",0,,"Of ball-bearing steel",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52674,,
"7227.90.00.19","02/04/21 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52675,,
"7227.90.00.21","02/04/21 00:00:00",0,,"Of ball-bearing steel",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52677,,
"7227.90.00.29","02/04/21 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52678,,
"7227.90.00.50","02/04/21 00:00:00",0,,"Other, containing indentations, ribs, grooves or other deformations produced during the rolling process",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52681,,
"7227.90.00.60","02/04/21 00:00:00",0,,"Other, of cold heading quality (CHQ) steel, as defined in Statistical Note 3 to this Chapter",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52682,,
"7227.90.00.70","02/04/21 00:00:00",0,,"Other, of welding quality wire rods, as defined in Statistical Note 4 to this Chapter",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52683,,
"7227.90.00.81","02/04/21 00:00:00",0,,"Of a diameter of less than 14 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52684,,
"7227.90.00.82","02/04/21 00:00:00",0,,"Of a diameter of 14 mm or more but not exceeding 19 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52685,,
"7227.90.00.83","02/04/21 00:00:00",0,,"Of a diameter of 19 mm or more",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52686,,
"7227.90.00.90","01/01/12 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52687,,
"7228.10.00.10","02/04/21 00:00:00",0,,"Cold-formed",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52690,,
"7228.10.00.20","02/04/21 00:00:00",0,,"Not cold-formed",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52691,,
"7228.20.00.40","02/04/21 00:00:00",0,,"Cold-formed",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52696,,
"7228.20.00.50","02/04/21 00:00:00",0,,"Not cold-formed",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52697,,
"7315.89.00","04/01/21 00:00:00",0,,"Other",,,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53442,"Free","35%"
"0712.34.90.00","01/01/22 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51778,,
"0802.91.00.00","01/01/22 00:00:00",0,,"Pine nuts, in shell",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51779,,
"0802.92.00.00","01/01/22 00:00:00",0,,"Pine nuts, shelled",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51780,,
"7217.90.00.20","02/04/21 00:00:00",0,,"Coated with plastics",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52475,,
"7217.90.00.91","02/04/21 00:00:00",0,,"Containing by weight less than 0.25% of carbon",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52477,,
"7217.90.00.92","02/04/21 00:00:00",0,,"Containing by weight 0.25% or more but less than 0.6% of carbon",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52478,,
"7218.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52482,,
"7218.99.00.10","01/01/21 00:00:00",0,,"Blooms, billets, rounds, slabs and sheet bars",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52486,,
"7218.99.00.90","01/01/21 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52487,,
"7219.1","01/01/98 00:00:00",0,,"Not further worked than hot-rolled, in coils:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52488,,
"7219.2","01/01/98 00:00:00",0,,"Not further worked than hot-rolled, not in coils:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52497,,
"7219.21.00.10","01/01/12 00:00:00",0,,"Of a width of 600 mm or more but not exceeding 1,830 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52499,,
"7219.21.00.20","01/01/12 00:00:00",0,,"Of a width exceeding 1,830 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52500,,
"7219.22.00.10","01/01/12 00:00:00",0,,"Of a width of 600 mm or more but not exceeding 1,830 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52502,,
"7219.22.00.20","01/01/12 00:00:00",0,,"Of a width exceeding 1,830 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52503,,
"7219.3","01/01/98 00:00:00",0,,"Not further worked than cold-rolled (cold-reduced):",,,,,,,,,,,,,,,,,,,,,,,,,,,,52508,,
"7219.32.00.10","01/01/17 00:00:00",0,,"300 Series",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52512,,
"7219.32.00.90","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52513,,
"7219.33.00.10","01/01/17 00:00:00",0,,"300 Series",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52515,,
"7219.33.00.90","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52516,,
"7219.34.00.10","01/01/17 00:00:00",0,,"300 Series",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52518,,
"7219.34.00.90","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52519,,
"7219.35.00.10","01/01/17 00:00:00",0,,"300 Series",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52521,,
"7219.35.00.90","01/01/12 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52522,,
"7220.1","01/01/98 00:00:00",0,,"Not further worked than hot-rolled:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52525,,
"7220.20.00.10","01/01/17 00:00:00",0,,"300 Series",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52531,,
"7220.20.00.90","01/01/12 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52532,,
"7221.00.00.30","02/04/21 00:00:00",0,,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52539,,
"7221.00.00.40","02/04/21 00:00:00",0,,"Rounds, 300 series",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52540,,
"7221.00.00.50","02/04/21 00:00:00",0,,"Other rounds",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52541,,
"7221.00.00.60","02/04/21 00:00:00",0,,"Other wire rods",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52542,,
"7221.00.00.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52543,,
"7222.1","01/01/98 00:00:00",0,,"Bars and rods, not further worked than hot-rolled, hot-drawn or extruded:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52544,,
"7222.11.00.10","02/04/21 00:00:00",0,,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52546,,
"7306.29.00.5","01/01/22 00:00:00",0,,"Tubing, of an external diameter of 60.3 mm:",,,,,,,,,,,,,,,,,,,,,,,,,,,,53195,,
"7306.29.00.59","01/01/22 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,53204,,
"7306.29.00.6","01/01/22 00:00:00",0,,"Tubing, of an external diameter exceeding 60.3 mm but not exceeding 73 mm:",,,,,,,,,,,,,,,,,,,,,,,,,,,,53205,,
"7306.29.00.69","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,53213,,
"72.04","01/01/98 00:00:00",0,,"Ferrous waste and scrap; remelting scrap ingots of iron or steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51841,,
"72.05","01/01/98 00:00:00",0,,"Granules and powders, of pig iron, spiegeleisen, iron or steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51842,,
"72.06","01/01/02 00:00:00",0,"II. -IRON AND NON-ALLOY STEEL","Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03).",,,,,,,,,,,,,,,,,,,,,,,,,,,,51843,,
"72.07","01/01/98 00:00:00",0,,"Semi-finished products of iron or non-alloy steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51844,,
"72.08","01/01/98 00:00:00",0,,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51845,,
"72.09","01/01/98 00:00:00",0,,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51846,,
"72.10","01/01/98 00:00:00",0,,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51847,,
"72.11","01/01/98 00:00:00",0,,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51848,,
"72.12","01/01/98 00:00:00",0,,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51849,,
"72.13","01/01/98 00:00:00",0,,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51850,,
"72.14","01/01/98 00:00:00",0,,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51851,,
"72.15","01/01/98 00:00:00",0,,"Other bars and rods of iron or non-alloy steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51852,,
"72.16","01/01/98 00:00:00",0,,"Angles, shapes and sections of iron or non-alloy steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51853,,
"72.17","01/01/98 00:00:00",0,,"Wire of iron or non-alloy steel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51854,,
